14:07:42.005 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
14:07:42.017 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
14:07:42.022 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
14:07:42.022 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
14:07:42.022 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_0000645C (PID-specific).
14:07:42.022 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_0000645C (PID-specific) has no value.
14:07:42.022 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
14:07:42.057 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=35ms
14:07:42.057 |V| JetEnvironment                | :1                 | HostInit phase completed.
14:07:42.057 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
14:07:42.064 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin.
14:07:42.071 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
