19:22:11.582 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
19:22:11.594 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
19:22:11.600 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
19:22:11.600 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
19:22:11.600 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_00002D0C (PID-specific).
19:22:11.600 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_00002D0C (PID-specific) has no value.
19:22:11.600 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
19:22:11.622 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=24ms
19:22:11.623 |V| JetEnvironment                | :1                 | HostInit phase completed.
19:22:11.623 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
19:22:11.628 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin.
19:22:11.636 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
