15:48:27.864 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
15:48:27.878 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
15:48:27.889 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
15:48:27.889 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
15:48:27.889 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_0000174C (PID-specific).
15:48:27.889 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_0000174C (PID-specific) has no value.
15:48:27.889 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
15:48:27.989 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=104ms
15:48:27.989 |V| JetEnvironment                | :1                 | HostInit phase completed.
15:48:27.989 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
15:48:28.004 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin.
15:48:28.016 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
