15:05:28.494 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
15:05:28.502 |V| JetEnvironment                | :1                 | Commencing InitHost phase.
15:05:28.507 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR (no PID suffix).
15:05:28.507 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR (no PID suffix) has no value.
15:05:28.508 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_TEMP_DIR_PID_000049BC (PID-specific).
15:05:28.508 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_TEMP_DIR_PID_000049BC (PID-specific) has no value.
15:05:28.508 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
15:05:28.535 |V| JetHostParametersCaller       | :1                 | <Measured> "Host initialization"  time=28ms
15:05:28.535 |V| JetEnvironment                | :1                 | HostInit phase completed.
15:05:28.535 |V| JetEnvironment                | :1                 | Requesting FullPartCatalogSet.
15:05:28.542 |V| DeployedPackages              | :1                 | Initiating Deployed Package discovery for bindir C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin.
15:05:28.549 |V| DeployedPackages              | :1                 | Scanning folder C:\Users\Jakov\Documents\Git\ZavrsniRad_PostProcessing\ZavrsniRad_PostProcessing\Library\RiderFlow\2023.1.0.21\Backend~\bin for Deployed Packages. Picking nugets? True!
